15:22:59.376,-0.03,-0.14,-0.05,0.01,-1.05,0.10,
15:22:59.550,0.03,-0.24,0.00,0.01,-1.04,0.09,
15:22:59.631,-0.23,-0.09,-0.21,0.01,-1.06,0.09,
15:22:59.798,-0.07,-0.24,-0.16,0.02,-1.05,0.09,
15:22:59.922,0.00,0.07,-0.07,0.01,-1.05,0.10,
15:23:00.046,-0.17,0.03,-0.14,0.03,-1.05,0.10,
15:23:00.170,-0.37,0.00,0.00,0.02,-1.05,0.10,
15:23:00.310,-0.30,0.03,-0.12,0.02,-1.05,0.11,
15:23:00.393,0.00,0.09,-0.10,0.02,-1.05,0.09,
15:23:00.548,0.14,0.12,-0.05,0.02,-1.06,0.10,
15:23:06.635,-0.02,-0.12,0.05,0.02,-1.05,0.09,
15:23:06.761,-0.23,0.02,-0.19,0.01,-1.04,0.09,
15:23:06.887,-0.02,-0.03,0.00,0.02,-1.05,0.10,
15:23:07.047,-0.19,-0.05,-0.07,0.02,-1.05,0.11,
15:23:07.187,0.24,0.07,-0.21,0.01,-1.05,0.10,
15:23:07.268,0.17,0.07,-0.05,0.01,-1.05,0.09,
15:23:07.396,0.16,0.10,-0.07,0.01,-1.06,0.10,
15:23:07.524,-0.16,0.19,-0.10,0.01,-1.06,0.10,
15:23:07.650,0.00,0.02,-0.10,0.01,-1.06,0.09,
15:23:07.822,-0.19,0.09,-0.23,0.02,-1.05,0.10,
15:23:07.904,-0.12,-0.03,-0.12,0.01,-1.06,0.10,
15:23:08.031,0.07,-0.10,-0.19,0.01,-1.05,0.10,
15:23:08.159,0.03,-0.03,-0.16,0.01,-1.05,0.10,
15:23:08.286,-0.03,0.05,0.02,0.01,-1.06,0.10,
15:23:08.412,-0.31,0.00,0.07,0.01,-1.05,0.10,
15:23:08.540,0.07,-0.17,-0.07,0.02,-1.05,0.09,
15:23:08.668,-0.42,-0.12,-0.07,0.01,-1.05,0.09,
15:23:08.793,-0.23,-0.38,0.00,0.01,-1.06,0.10,
15:23:08.920,0.00,0.05,0.09,0.01,-1.05,0.10,
15:23:09.093,-0.12,-0.12,-0.14,0.01,-1.05,0.09,
15:23:09.174,0.05,-0.05,-0.17,0.01,-1.06,0.09,
15:23:09.302,0.09,0.14,-0.16,0.01,-1.06,0.09,
15:23:09.430,-0.14,0.19,-0.16,0.01,-1.05,0.10,
